text,speaker,context,sarcasm,show
"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",CHANDLER,False,False,FRIENDS
"Yes. Yes, thanks for letting me use your phone... and for saving my life.",CHANDLER,True,False,FRIENDS
"Well, goodbye Chandler. I had a great blackout.  See ya.",PERSON,True,False,FRIENDS
"Hi, um, I'm account number 7143457.",CHANDLER,True,False,FRIENDS
"Oh, no, no. I just meant hypothetically.",CHANDLER,False,False,FRIENDS
"I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?",CHANDLER,True,False,FRIENDS
Why won't I be married when I'm 40?,MONICA,True,False,FRIENDS
"Well, I like it. Here you go.",JOEY,False,False,FRIENDS
"We've got uh, scarves, tulip post cards...",PERSON,True,False,FRIENDS
Check this out? Huh?  Yeah. That's the stuff. What do you think?,JOEY,True,False,FRIENDS
"Well, I don't have to buy that, ""I'm with stupid"" T-shirt anymore.",CHANDLER,True,False,FRIENDS
"Whoa, whoa, whoa.",PERSON,False,False,FRIENDS
What?,PERSON,True,False,FRIENDS
"Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else. And y'know what, I get excited about stupid stuff, like when I my",MONICA,True,False,FRIENDS
Okay?,PHOEBE,False,False,FRIENDS
"Okay, here's what we're gonna do. Okay, I'm gonna break into this mini-van and put it in neutral. You guys push it forward so Ross can drive out of his spot.",PHOEBE,True,False,FRIENDS
"You and I, we're interfacing.",ROSS,False,False,FRIENDS
So theoretically we could download our thoughts and our memories into this computer... ...,ROSS,True,False,FRIENDS
and live forever as a machine!,PERSON,True,False,FRIENDS
"That's so Janine, you-you-you know what, do you know we're doing right now?",ROSS,True,False,FRIENDS
"Alright, I'm gonna go pick up a few things for the trip.",MONICA,False,False,FRIENDS
"Oh, certainly. That's a combination of Bernoulli's principle and Newton's third law of motion.",PERSON,True,False,FRIENDS
See?,MONICA,True,False,FRIENDS
"Yeah, that's the same as ""it has something to do with wind"".",CHANDLER,True,False,FRIENDS
So now I have to go so he'll think that I'm totally ok with seeing him!,PHOEBE,False,True,FRIENDS
"And she was like ""Oh, don't worry! I asked him. He's totally ok with seeing you!"".",PHOEBE,True,True,FRIENDS
And did he?,MONICA,False,False,FRIENDS
"We couldn't keep our eyes off each other all night and then every once and a while y'know, he'd kinda lean over and stroke my hair and touch my neck.",PHOEBE,True,False,FRIENDS
"Okay, stop it Phoebe, you're getting me all tingly.",MONICA,True,False,FRIENDS
"All I could think of was y'know, ""Is he gonna kiss me? Is he gonna kiss me?""",PHOEBE,True,False,FRIENDS
You're gonna have to tell me how you did that.,RACHEL,False,False,FRIENDS
"Oh good, you're here. Yeah, and I was worried that it was going to be uncomfortable.",PERSON,True,False,FRIENDS
"I know Mona, just hear me out. First of all, I'm so sorry about my father yelling at you, but I heard you totally held your own.",RACHEL,True,False,FRIENDS
All right.,ROSS,False,False,FRIENDS
Okay. Let's use this brush.,RACHEL,True,False,FRIENDS
Okay. This stuff?,ROSS,True,False,FRIENDS
Yeah.,RACHEL,True,False,FRIENDS
No,PHOEBE,False,False,FRIENDS
"No, no!",PHOEBE,True,False,FRIENDS
Give it to me!,MONICA,True,False,FRIENDS
You can't have it.,PHOEBE,True,False,FRIENDS
Give it to me!,MONICA,True,False,FRIENDS
"I mean, you and I we're just, y'know, we're nothing, we're goofin' around.",CHANDLER,False,True,FRIENDS
"Umm, listen there's something I think you should know.",MONICA,True,True,FRIENDS
"Oh, is this about you-you dating the nurse? Yeah, Joey already told me, and I am so-so fine.",CHANDLER,True,True,FRIENDS
"Uh-huh, well! But umm, still I'm-I'm mad at you.",PHOEBE,False,False,FRIENDS
"I knew it, wow!!",PERSON,True,False,FRIENDS
"Wait-wait-wait, wait! Puppies. Cute or ugly?",PHOEBE,True,False,FRIENDS
"Ohh, so cute.",PERSON,True,False,FRIENDS
"Okay, are you aware unagi  is an eel?",CHANDLER,False,True,FRIENDS
Chandler. I sensed it was you.,ROSS,True,True,FRIENDS
What?!,CHANDLER,True,True,FRIENDS
Unagi. I'm always aware.,ROSS,True,True,FRIENDS
Paper cut!,CHANDLER,False,False,FRIENDS
"I can't figure this out! It's so hard! Should I get her a  Tiffany cut or a Princess cut or a,ah-ah!",CHANDLER,True,False,FRIENDS
"Just a sec, give me a minute to wake up for this,Ah-ha-ha!!",CHANDLER,False,False,FRIENDS
What?,CHANDLER,True,False,FRIENDS
The ring is gone!,JOEY,True,False,FRIENDS
Ugh.,CHANDLER,True,False,FRIENDS
"Uh, Rachel's here, so good luck man, let me know how it works out.",JOEY,False,True,FRIENDS
"Well, I'm just,if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!",JOEY,True,True,FRIENDS
"Joey, do you have a minute?",RACHEL,True,True,FRIENDS
"Dude, what am I gonna",ROSS,True,True,FRIENDS
"All right, okay, well, apparently not!",PHOEBE,False,True,FRIENDS
"So you like the drums! That's, that's great! Y'know, I was worried, that, you know, they would maybe an unbearable living situation.",PHOEBE,True,True,FRIENDS
"That's easy for you to say, you weren't almost just killed.",RACHEL,False,True,FRIENDS
Yes! And he said really mean things that were only partly true.,RACHEL,True,True,FRIENDS
I'm gonna go down there and teach that guy a lesson.,JOEY,True,True,FRIENDS
"Joey, please don't do that. I think it's best that we just forget about it.",MONICA,True,True,FRIENDS
I don't think you could ever do that.,PHOEBE,False,False,FRIENDS
There is nothing wrong with Jake! Okay? He is all man! I'm thinking even more than you.,PHOEBE,True,False,FRIENDS
"Oh yeah, he looked like a real lumberjack in those pink lacys.",JOEY,True,False,FRIENDS
I'm just saying that only a man completely secure with his masculinity could walk around in women's underwear!,PHOEBE,True,False,FRIENDS
"Yes, I know, but her friend sounds like such a...",CHANDLER,False,False,FRIENDS
"Oh, uh, listen, about tonight...",JOEY,True,False,FRIENDS
"No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend.",CHANDLER,True,False,FRIENDS
Chandler?,PHOEBE,False,False,FRIENDS
"Yeah! Now, why do you want to kill yourself?",PHOEBE,True,False,FRIENDS
"It's just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist!",PERSON,True,False,FRIENDS
"Uh, I'm gonna kill myself!",PERSON,False,False,FRIENDS
I've been talking to you for five minutes now about killing myself and no one's even looked up from their desk. Hang-hang on. Hey everybody!,PERSON,True,False,FRIENDS
"Thanks, but I kinda have a problem to deal with here.",JOEY,False,False,FRIENDS
I didn't know he could get me fired! What am I going to do?,JOEY,True,False,FRIENDS
"Well y'know Joey, you're a pretty charming guy.",MONICA,True,False,FRIENDS
Yeah!,PHOEBE,False,False,FRIENDS
"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",MONICA,True,False,FRIENDS
"No-no, let me in!",PHOEBE,True,False,FRIENDS
Phoebe?,MONICA,True,False,FRIENDS
Hey! It's starting to snow.,ROSS,False,False,FRIENDS
No! You let go! How come it's always us left in the field holding the ball?,ROSS,True,False,FRIENDS
I don't know. I guess the other people just don't care enough.,MONICA,True,False,FRIENDS
"Look, please, please don't go anywhere, okay?",PERSON1,False,False,FRIENDS
"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",PERSON2,True,False,FRIENDS
"Oh God... I'll be right there, Bernice.",PERSON1,True,False,FRIENDS
"He's right, even if it's to say something complementary.",ROSS,False,False,FRIENDS
Oh.,ROSS,True,False,FRIENDS
"Please, right now, no, every time I see him it's like  'Is it on the lose?'  'Is it watching me?'",PHOEBE,True,False,FRIENDS
"We can't tell him, you can't go up to a guy you barely know and talk about his.... stuff.",CHANDLER,True,False,FRIENDS
"Hey, does somebody wanna hand me one of those tiles.",JOEY,False,False,FRIENDS
Have you seen Joey?,CHANDLER,True,False,FRIENDS
What's the matter?,MONICA,True,False,FRIENDS
"Oh, just this!  Y'know what it's my fault really, because the couch is usually where we",CHANDLER,True,False,FRIENDS
"Chloe, switch with me, there's some guys here that got a crush on you.",PERSON,False,False,FRIENDS
Can I help you?,PERSON,True,False,FRIENDS
Uh-oh.,CHANDLER,True,False,FRIENDS
"Uh, y'know what, we're having second thoughts about our copying needs. And we'll need a little more time to think about it.",JOEY,True,False,FRIENDS
I'm the supply manager.,PERSON,False,False,FRIENDS
"Okay, I can do that! Oh, by the way,",PHOEBE,True,False,FRIENDS
I Why don't we do a trial run.,PERSON,True,False,FRIENDS
"Oh okay. Umm, all right.  Hi, this is Phoebe from Empire Office Supplies, can I speak to your supply manager please?",PHOEBE,True,False,FRIENDS
What did you want to show us? Because all I can see is this bitchin van,ROSS,False,False,FRIENDS
"Come on, no peeking!",PHOEBE,True,False,FRIENDS
Our eyes are closed and we're about to cross the street. Very good.,CHANDLER,True,False,FRIENDS
"Okayyyyy, open up!",PHOEBE,True,False,FRIENDS
You still love me?,ROSS,False,False,FRIENDS
"All right! Ross, do you think it's easy for me to see you with somebody else?",RACHEL,True,False,FRIENDS
"Y'know, hey! You're the one who ended it, remember?",ROSS,True,False,FRIENDS
"Yeah, because I was",RACHEL,True,False,FRIENDS
No! I'm so happy for them!,RACHEL,False,False,FRIENDS
"I know, they're gonna be",PHOEBE,True,False,FRIENDS
"Ohh ..   I mean two best friends falling in love, how often does that happen?",RACHEL,True,False,FRIENDS
Not,PHOEBE,True,False,FRIENDS
"Look I never should have kissed your girlfriend, but I'm",CHANDLER,False,False,FRIENDS
"Hey, it's me. I know you can't stand to be in the same room as me, so I just thought I'd try and apologize over the phone.",CHANDLER,True,False,FRIENDS
Hello.,JOEY,True,False,FRIENDS
Lovely,CHANDLER,False,True,FRIENDS
No.,MONICA,True,True,FRIENDS
How long have we been home?,CHANDLER,True,True,FRIENDS
About a half an hour.,MONICA,True,True,FRIENDS
"Well ah, I've been doing a lot of thinking, and I look at my life",PERSON,False,False,FRIENDS
"Ooh, nice.",MONICA,True,False,FRIENDS
"So ah, there was this thing I wanted to talk to you about.",PERSON,True,False,FRIENDS
"Oh, right! I completely forgot about that.",MONICA,True,False,FRIENDS
I'm the ruptured spleen.,CHANDLER,False,False,FRIENDS
"Yeah, come on, eat, whatever you want. Dr. Roger got beeped again.",MONICA,True,False,FRIENDS
"Yeah I know, guess who beeped him?",CHANDLER,True,False,FRIENDS
What?!,MONICA,True,False,FRIENDS
Why?,PHOEBE,False,False,FRIENDS
Welcome back!,PERSON,True,False,FRIENDS
Hey!  Can we pick up where we left off?,PHOEBE,True,False,FRIENDS
"I don't know, I'm still pretty tired out from this afternoon.",PERSON,True,False,FRIENDS
"Oh-oh, that's a risky little game!",RACHEL,False,False,FRIENDS
Oh!,RACHEL,True,False,FRIENDS
Oh God,MONICA,True,False,FRIENDS
Now you know how you really feel about it.,PHOEBE,True,False,FRIENDS
"Oh, come on!",PHOEBE,False,False,FRIENDS
When did I say you were boring?!,ROSS,True,False,FRIENDS
"Oh my God, I remember now! We were playing chess!",PHOEBE,True,False,FRIENDS
Phoebe! You and I have,ROSS,True,False,FRIENDS
"Cause all I ever get to do now is pregnant stuff, it just bums me out.",PHOEBE,False,False,FRIENDS
"All right, y'know what, we've been talking about London too much haven't we?",CHANDLER,True,False,FRIENDS
I'm sorry. It's just 'cause I couldn't be there.,PHOEBE,True,False,FRIENDS
Hey.,PERSON,False,False,FRIENDS
Okay.,CHANDLER,True,False,FRIENDS
"Listen uh, could you put Kathy on, I wanna apologize.",JOEY,True,False,FRIENDS
Oh yeah man.  Joey.,CHANDLER,True,False,FRIENDS
"This-this, no, oh no, no-no-no, this is not,that's-that's not what it is.",RACHEL,False,False,FRIENDS
Ohh! It's so nice to meet you.  Hello. Hello.,RACHEL,True,False,FRIENDS
"Well, Joshua, that 500 was for groceries.",PERSON,True,False,FRIENDS
What?,RACHEL,True,False,FRIENDS
"Whoa, maybe I was!",JOEY,False,False,FRIENDS
"Very life-like and funny. Okay. Oh no-no-no, I wasn't waving at you lady.",JOEY,True,False,FRIENDS
"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",CHANDLER,False,True,FRIENDS
Ahh! Aren't you dressed yet?,MONICA,True,True,FRIENDS
Am I naked again?!,CHANDLER,True,True,FRIENDS
We're supposed to meet my parents in 15 minutes.,MONICA,True,True,FRIENDS
"Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.",PHOEBE,False,False,FRIENDS
"Oh, I'll go out and get you some.",CHANDLER,True,False,FRIENDS
Really?!,MONICA,True,False,FRIENDS
"Nope! Because I'm not your boyfriend. Hey Pheebs, how did it go?",CHANDLER,True,False,FRIENDS
"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",CHANDLER,False,False,FRIENDS
"I know, it is isn't it?",MONICA,True,False,FRIENDS
"No, I mean it, this feels really good. Is it a hundred percent cotton?",CHANDLER,True,False,FRIENDS
"Yeah! And I got it on sale, too.",MONICA,True,False,FRIENDS
"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",CHANDLER,False,False,FRIENDS
"Okay, Mr. Heckles, we'll try to keep it down.",MONICA,True,False,FRIENDS
Thank you. I'm going to rejoin my dinner party.,PERSON,True,False,FRIENDS
"All right, bye-bye.",RACHEL,True,False,FRIENDS
That oughta do it.,PHOEBE,False,False,FRIENDS
Where's Chandler?,RACHEL,True,False,FRIENDS
"Oh, he needed some time to grieve.",PHOEBE,True,False,FRIENDS
I'm free! I'm free!,CHANDLER,True,False,FRIENDS
Hey.,JOEY,False,False,FRIENDS
Where'd you get fruit at four in the morning?,ROSS,True,False,FRIENDS
Went down to the docks. Bet ya didn't know you could get it wholesale.,MONICA,True,False,FRIENDS
I didn't know there were docks.,RACHEL,True,False,FRIENDS
All right I'll have one.,CHANDLER,False,True,FRIENDS
"I will have one. Okay, I'm not gonna have one.",CHANDLER,True,True,FRIENDS
"No, no, it's just my tooth.",PHOEBE,True,True,FRIENDS
"Ross umm, there's something that I've got to tell you, there's-there's someone else.",PERSON,False,False,FRIENDS
It was dreadful. I felt terrible about how I acted when you said those wonderful things.,PERSON,True,False,FRIENDS
"No, no, that-that, that's all right. Umm, I'm just glad you called.",ROSS,True,False,FRIENDS
"Yeah, I mean, it would be rude to them for us to leave now.",CHANDLER,False,True,FRIENDS
"Yeah, I know, it's my birthday. We all should be here.",ROSS,True,True,FRIENDS
"So, let's go.",CHANDLER,True,True,FRIENDS
"Well maybe, you know, maybe we should stay for one song.",ROSS,True,True,FRIENDS
"Twenty-one hours, you're a hero.",PERSON,False,False,FRIENDS
Y'know what I think it is? I think you've made such a nice home for her over the last nine months that she just doesn't want to leave.,ROSS,True,False,FRIENDS
Oh. Look at you making up crap for me. Oh God!,RACHEL,True,False,FRIENDS
"No, I know, but I,he just went on.",RACHEL,False,False,FRIENDS
May I see your boarding pass?,RACHEL,True,False,FRIENDS
"Oh, no, no, I don't have one. I just need to talk to my friend.",PERSON,True,False,FRIENDS
"Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",RACHEL,True,False,FRIENDS
"Okay, now much have you won so far?",CHANDLER,False,False,FRIENDS
"Well, what did you have?",JOEY,True,False,FRIENDS
It doesn't matter because nothing beats a three and a six. That my friend is D-Cup.,CHANDLER,True,False,FRIENDS
It's my friends.,PHOEBE,False,False,FRIENDS
"Nothing, nothing.",PERSON,True,False,FRIENDS
"Aaaah, what's wrong, c'mon.",PHOEBE,True,False,FRIENDS
"It's, I mean, it's nothing, I'm fine.",PERSON,True,False,FRIENDS
No!! You have been screwing us all day!,MONICA,False,False,FRIENDS
Oh you've got to be kidding me.,CHANDLER,True,False,FRIENDS
What?,MONICA,True,False,FRIENDS
"As a wedding gift to you, the hotel would like to give you the honeymoon suite.",PERSON,True,False,FRIENDS
"I did not mean to touch that,I mean",RACHEL,False,False,FRIENDS
"Okay, well then how about a handshake? Oh God I'm sorry! Oh God, I'm sorry!",RACHEL,True,False,FRIENDS
I'm supposed to teach a graduate seminar there in ten minutes.,ROSS,False,False,FRIENDS
"Okay, that-that's all for today. Oh, uh does anyone know where the Freeman building is?",ROSS,True,False,FRIENDS
"Yeah, it's the new building on Avenue A.",PERSON,True,False,FRIENDS
I was thkinking about maybe going into the Robot.,ROSS,False,False,FRIENDS
"Hey, you haven't been practising the routine have you?",MONICA,True,False,FRIENDS
No!,ROSS,True,False,FRIENDS
Oh well. It probably would've been the most constructive solution.,ROSS,False,False,FRIENDS
"No, come on don't start. Ouch!",ROSS,True,False,FRIENDS
What?,PERSON,True,False,FRIENDS
Stupid balls are in the way.,ROSS,True,False,FRIENDS
"Nothing. It's just old and dingy, that's all.",JOEY,False,False,FRIENDS
"Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor.",JOEY,True,False,FRIENDS
"Why, what's wrong with my bathroom floor?",MONICA,True,False,FRIENDS
Yeah?,PHOEBE,False,False,FRIENDS
Hi!,PHOEBE,True,False,FRIENDS
Hey!,JOEY,True,False,FRIENDS
"Uh, Pheebs, about your mom...",JOEY,True,False,FRIENDS
Uh-huh!,JOEY,False,False,FRIENDS
I've had better.,ROSS,True,False,FRIENDS
Okay! When?!,JOEY,True,False,FRIENDS
All right! All right! It was the best nap ever!,ROSS,True,False,FRIENDS
The end.,PHOEBE,False,False,FRIENDS
"Oh, but he was my pig man...how did I not see this?",RACHEL,True,False,FRIENDS
"Oh! I know! It's because... he's gorgeous, and he's charming, and when he looks at you...",PHOEBE,True,False,FRIENDS
"Ok, Ok, Pheebs...",RACHEL,True,False,FRIENDS
"Ah, oh, hang on a second. Come in, come in. All right, so think about it, and call me back.",PERSON,False,False,FRIENDS
"It has umm, three beautiful bedrooms and ah, no baths. But y'know, the ocean is right there.",PERSON,True,False,FRIENDS
"Knock, knock, knock.",PHOEBE,True,False,FRIENDS
Pheebs?,CHANDLER,False,False,FRIENDS
"I can't take it anymore. So you win, okay? Here!",CHANDLER,True,False,FRIENDS
"Yeah. Yeah, that's what you need a good .. pill.",PHOEBE,False,True,FRIENDS
Yeah.,PHOEBE,True,True,FRIENDS
"I go see my doctor tomorrow, I'll ask her about this. Maybe she can give me a pill or something.",RACHEL,True,True,FRIENDS
Hey!,JOEY,False,False,FRIENDS
"Well, Joshua's coming in tomorrow and since I don't have the guts to ask him out, I'm going to sell him a coat and put this note in the pocket.",RACHEL,True,False,FRIENDS
"Oh yeah? Joshua, give me a call sometime, guys like you never go out of style.",CHANDLER,True,False,FRIENDS
"Can't do it, can you?",ROSS,False,False,FRIENDS
I can't believe you'd rather go out with him than me.,ROSS,True,False,FRIENDS
"Would you excuse me, please? I'm trying to have a date here.",RACHEL,True,False,FRIENDS
"Fine, just stop thinking about me.",ROSS,True,False,FRIENDS
"Yeah, she's fired.",ROSS,False,False,FRIENDS
Was it my work? Were they mad? Was it Jack? Did he yell?!,PHOEBE,True,False,FRIENDS
"J-j-just relax, nobody yelled. Jack just was calling to make sure that you were feeling better.",ROSS,True,False,FRIENDS
Thank God.,PHOEBE,True,False,FRIENDS
"Nope. Op, wait! There he goes.",JOEY,False,False,FRIENDS
"And you can see me! Same as yesterday, same as the day before.",JOEY,True,False,FRIENDS
Is he doing his shark attack bit yet?,MONICA,True,False,FRIENDS
"Hey, do you know a six-letter word for red?",CHANDLER,False,False,FRIENDS
Hey! Hey! What are you guys doing up?,JOEY,True,False,FRIENDS
"Oh, we wanted to finish the crossword before we went to bed.",CHANDLER,True,False,FRIENDS
Okay?,JOEY,False,False,FRIENDS
"I don't know. But hey, I know we can decide. Okay, I'm gonna ask you questions and you answer real quick.",JOEY,True,False,FRIENDS
I know but it's so hard! Nothing rhymes with your stupid name!,PHOEBE,False,False,FRIENDS
"Pheebs, that's great!",RACHEL,True,False,FRIENDS
"Oh, yay!",PHOEBE,True,False,FRIENDS
"But y'know umm, Rachel doesn't rhyme with draddle.",RACHEL,True,False,FRIENDS
Take a couple deep breaths.,JOEY,False,False,FRIENDS
"Okay, I can do this. I can tell her how I feel. Just uh, just stand up straight.",JOEY,True,False,FRIENDS
"No no, you don't have to fly back, really.",MONICA,False,False,FRIENDS
"Yeah, Ross is great. He's uh, he's in a whole other place. No, he's gone.",MONICA,True,False,FRIENDS
What?,PHOEBE,False,False,FRIENDS
"Oh, I mean she's gonna be at the wedding waiting for him and people will be whispering, ""Oh that poor girl."" Then she'll have to come back here and live all alone.",RACHEL,True,False,FRIENDS
Oh my God!,PHOEBE,True,False,FRIENDS
Okay?,PHOEBE,False,False,FRIENDS
"Listen, I'm sorry about that whole thing with Roger. It really wasn't right, and I, and I want to make it up to you, so umm, I brought you something that I think you'll really enjoy. Now, this is just a loan.",PHOEBE,True,False,FRIENDS
"Hi, Joey. Well well, look what you brought. Very nice.",PERSON,False,False,FRIENDS
"Oh, uh, I... don't... care. Ok, now, remember, no trading. You get the pretty one, I get the mess.",CHANDLER,True,False,FRIENDS
What was that?!,RACHEL,False,False,FRIENDS
"Rachel is one of my closest friends. Although, being the only one who knows anything about this does makes me feel special. Okay!",PHOEBE,True,False,FRIENDS
"Okay, stop-stop! Phoebe?!",RACHEL,True,False,FRIENDS
Hey Rach!,PHOEBE,True,False,FRIENDS
Yeah?,PHOEBE,False,False,FRIENDS
"Uh, okay, Pheebs?",JOEY,True,False,FRIENDS
Yeah?,PHOEBE,True,False,FRIENDS
"Umm, y'know how the other day you were talking about how you didn't get to go to London and how you were kinda feeling left out?",JOEY,True,False,FRIENDS
"On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with.",ROSS,False,False,FRIENDS
It's one more thing in my life that's suddenly completely different. This is hard.,RACHEL,True,False,FRIENDS
Yeah I know.,ROSS,True,False,FRIENDS
That is the coast guard!,RACHEL,False,False,FRIENDS
Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?,JOEY,True,False,FRIENDS
"Ah well, this is the living room.",PERSON1,False,False,FRIENDS
"Really?! Well, it's just like everyone else's apartment. It's got rooms, walls, and ceilings.",PERSON1,True,False,FRIENDS
"Well, I just wanted to see where you lived. Now, give me the tour.",PERSON2,True,False,FRIENDS
Oh my God! Oh my God!,MONICA,True,False,FRIENDS
"Oh, hey, look, I found coffee! Okay, let's skedaddle.",PHOEBE,False,False,FRIENDS
"Okay, let me just get a cup of coffee.",RACHEL,True,False,FRIENDS
"Oh Rachel, I know the best coffee house and it's sooo close.",MONICA,True,False,FRIENDS
Closer than here?,RACHEL,True,False,FRIENDS
"I wasn't by myself. I had a doctor, a nurse, and a helper guy. So, did you see who won the game?",PERSON1,False,False,FRIENDS
Your mom called me. So is this her?,PERSON2,True,False,FRIENDS
"No, this is a loaner.",PERSON1,True,False,FRIENDS
I'm sorry you had to do this by yourself.,PERSON2,True,False,FRIENDS
I just called a friend of mine.,PERSON,False,False,FRIENDS
"I know. I know. I panicked, I panicked. I didn't want him to start yelling at me like I was some '74 Latour.",RACHEL,True,False,FRIENDS
It's Lafite. The '74 Latour is actually drinking quite nicely.,PHOEBE,True,False,FRIENDS
"All right here he comes. I'm gonna do this, I'm gonna tell him, I'm gonna be strong.",RACHEL,True,False,FRIENDS
"Even if people are on it!""",RACHEL,False,True,FRIENDS
"You know what else I'm not gonna miss? ""I'm Monica. I wash the toilet 17 times a day.",RACHEL,True,True,FRIENDS
I-I'm really sorry. It's just that I,ROSS,False,False,FRIENDS
"Hi umm, listen come here, come in. I'm so-so sorry about yesterday.",ROSS,True,False,FRIENDS
"Yeah well that's because uh .. I stayed in my room. Yeah, you don't want to look in my hamper.",JOEY,False,False,FRIENDS
"Yeah, I mean I was up sick all night.",RACHEL,True,False,FRIENDS
"Yeah me too, all night. Really?!",JOEY,True,False,FRIENDS
How come we didn't cross paths?,RACHEL,True,False,FRIENDS
"I guess you'd know that, being one of the two of us, though, right?",RACHEL,False,True,FRIENDS
"So. I just thought the two of us should hang out for a bit. I mean, you know, we've never really talked.",RACHEL,True,True,FRIENDS
Some guy bought it. I'm sorry. I tired to stop it but they put me in jail!,PHOEBE,False,False,FRIENDS
"Oh, that's uh, that's pretty nice but I'm gonna go with the one I picked first.",CHANDLER,True,False,FRIENDS
"Oh my God Chandler, the one you picked is gone. It's over!",PHOEBE,True,False,FRIENDS
What?,CHANDLER,True,False,FRIENDS
"Almost! But first, we gotta start.",PERSON,False,True,FRIENDS
"All right, I'm outta here!",RACHEL,True,True,FRIENDS
I'm kidding! I'm kidding!,MONICA,True,True,FRIENDS
So were done then!,RACHEL,True,True,FRIENDS
You building a post office?,CHANDLER,False,True,FRIENDS
"Hey, we know how we always say we need a place for the mail? Well I started building one, but then, I decided to take it to the next step.",JOEY,True,True,FRIENDS
Stick to the list.,ROSS,False,False,FRIENDS
Ahh!,RACHEL,True,False,FRIENDS
"It wasn't on your list, but hopefully you'll think it's really fun.",PERSON,True,False,FRIENDS
A scooter!,RACHEL,True,False,FRIENDS
Uh yes! Thank you.,ROSS,False,True,FRIENDS
We're not gonna do that.,RACHEL,True,True,FRIENDS
"Well, if you like you can feel Rachel's and then feel mine to compare.",PERSON1,True,True,FRIENDS
Am I interrupting?,PERSON2,True,True,FRIENDS
And then for forgetting to invite you to it.,PHOEBE,False,False,FRIENDS
"Oh Monica, we are so sorry.",RACHEL,True,False,FRIENDS
For what?,MONICA,True,False,FRIENDS
"Well first, for forgetting to throw you a bridal shower.",RACHEL,True,False,FRIENDS
"So Ross, how umm, how did it go with Bonnie?",PHOEBE,False,False,FRIENDS
"Oh, about five minutes. Right now they're interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves.",MONICA,True,False,FRIENDS
Hot dog?,ROSS,True,False,FRIENDS
"Four, please. I'm really nervous. Thank you.",MONICA,True,False,FRIENDS
What are you up too?,MONICA,False,False,FRIENDS
"Yeah! And also, a little like a French guy. I never noticed that before.",JOEY,True,False,FRIENDS
Yes it is.,PERSON,False,False,FRIENDS
"Fire alarm? Oh! Hi, officer,fireman, can-can I help you?",PHOEBE,True,False,FRIENDS
We found your fire alarm in the trash chute. That's not mine.,PERSON,True,False,FRIENDS
So how'd it go?,ROSS,False,False,FRIENDS
Yeah. He could row like a viking.,ROSS,True,False,FRIENDS
Hi.,MONICA,True,False,FRIENDS
What is the matter with your face?!,MONICA,False,False,FRIENDS
"Let's try a look .. of far off .. wonderment. Okay, we'll-we'll gaze into our future and we'll think about our marriage and the days to come. Chandler!",MONICA,True,False,FRIENDS
It would be nice to have a little guarantee though.,RACHEL,False,True,FRIENDS
Definitely!,PHOEBE,True,True,FRIENDS
"Yeah, I'm pretty confident about that. That's what makes it so easy for me to be 80% happy for Monica and Chandler!",RACHEL,True,True,FRIENDS
Then we went to this bar and he hooked us up with all these women!,PERSON,False,False,FRIENDS
"Hi Tag! Hey, so did you have fun with uh, with Joey last night?",RACHEL,True,False,FRIENDS
Oh yeah! We went to the Knicks game. Ohh that's nice.,PERSON,True,False,FRIENDS
I've never loved anybody as much as I love you.,MONICA,False,False,FRIENDS
You roll another hard eight and we get married here tonight.,CHANDLER,True,False,FRIENDS
Are you serious?!,MONICA,True,False,FRIENDS
Yes! I love you!,CHANDLER,True,False,FRIENDS
"No just, nobody press on my stomach.",JOEY,False,False,FRIENDS
"Well Joey, we're all .. we're all very proud of you.",MONICA,True,False,FRIENDS
"Yes, I believe we can expect a call from the President any moment now.",CHANDLER,True,False,FRIENDS
Is there anything we can do for you?,PHOEBE,True,False,FRIENDS
"Umm, would you please excuse me for a moment?",ROSS,False,False,FRIENDS
"I need to talk to you, it's pretty urgent. It's about Monica and Chandler.",PHOEBE,True,False,FRIENDS
"Oh my God! Of course, of course.",ROSS,True,False,FRIENDS
No.,RACHEL,False,False,FRIENDS
"Okay, I can't imagine, I can't imagine my life without you. Without, without these arms, and your face, and this heart. Your good heart Rach, and, and....",ROSS,True,False,FRIENDS
Am I out of control?,MONICA,False,False,FRIENDS
